SKU,Description,Name,Price,Short Description,Image
OA4271,"<ul><li>1"" x 1/8"" (1.00"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 1/8""",9.6,"<ul><li>1"" x 1/8"" (1.00"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/4/2/4271.jpg
OA1626,"<ul><li>1-1/4"" x 1/8"" (1.25"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 1/8""",12,"<ul><li>1-1/4"" x 1/8"" (1.25"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/1/6/1626.jpg
OA6313,"Aluminum Bar, 1/8"" x 1 1/2"" Flat Bar

</li><li>1/8"" x 1 1/2"" (.125"" x 1.500"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Flat Bar: 1-1/2"" x 1/8""",14.4,"</li><li>1/8"" x 1 1/2"" (.125"" x 1.500"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/6/3/6313.jpg
OA1584,"<ul><li>2"" x 1/8"" (2.00"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 1/8""",19.2,"<ul><li>2"" x 1/8"" (2.00"" x 0.125"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/1/5/1584.jpg
OA1751,"<ul><li>1/2"" x 3/16"" (0.50"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1/2"" x 3/16""",7.2,"<ul><li>1/2"" x 3/16"" (0.50"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/1/7/1751.jpg
OA8095,"<ul><li>3/4"" x 3/16"" (0.75"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/4"" x 3/16""",10.8,"<ul><li>3/4"" x 3/16"" (0.75"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/0/8095.jpg
OA2094,"<ul><li>1"" x 3/16"" (1.00"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 3/16""",14.4,"<ul><li>1"" x 3/16"" (1.00"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/2/0/2094.jpg
OA9297,"<ul><li>1-1/4"" x 3/16"" (1.25"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 3/16""",18,"<ul><li>1-1/4"" x 3/16"" (1.25"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/2/9297.jpg
OA8096,"<ul><li>1-1/2"" x 3/16"" (1.50"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 3/16""",21.6,"<ul><li>1-1/2"" x 3/16"" (1.50"" x 0.188"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/0/8096.jpg
OA9299,"<ul><li>1/4"" x 1/4"" (0.25"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1/4"" x 1/4""",4.8,"<ul><li>1/4"" x 1/4"" (0.25"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/2/9299.jpg
OA8097,"<ul><li>1/2"" x 1/4"" (0.50"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1/2"" x 1/4""",9.6,"<ul><li>1/2"" x 1/4"" (0.50"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/0/8097.jpg
OA8098,"<ul><li>3/4"" x 1/4"" (0.75"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/4"" x 1/4""",14.4,"<ul><li>3/4"" x 1/4"" (0.75"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/0/8098.jpg
OA2342,"<ul><li>1"" x 1/4"" (1.00"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 1/4""",19.2,"<ul><li>1"" x 1/4"" (1.00"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/2/3/2342.jpg
OA9296,"<ul><li>1-1/4"" x 1/4"" (1.25"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 1/4""",24,"<ul><li>1-1/4"" x 1/4"" (1.25"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/3/8386.jpg
OA4530,"<ul><li>1-1/2"" x 1/4"" (1.50"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 1/4""",28.8,"<ul><li>1-1/2"" x 1/4"" (1.50"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/4/5/4530.jpg
OA9303,"<ul><li>1-3/4"" x 1/4"" (1.75"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-3/4"" x 1/4""",33.6,"<ul><li>1-3/4"" x 1/4"" (1.75"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9303.jpg
OA8099,"<ul><li>2"" x 1/4"" (2.00"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 1/4""",38.4,"<ul><li>2"" x 1/4"" (2.00"" x 0.25"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/0/8099_1.jpg
OA9305,"<ul><li>3/8"" x 3/8"" (0.375"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/8"" x 3/8""",10.8,"<ul><li>3/8"" x 3/8"" (0.375"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9305.jpg
OA9306,"<ul><li>1/2"" x 3/8"" (0.50"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1/2"" x 3/8""",14.4,"<ul><li>1/2"" x 3/8"" (0.50"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9306.jpg
OA8100,"<ul><li>5/8"" x 3/8"" (0.625"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 5/8"" x 3/8""",18,"<ul><li>5/8"" x 3/8"" (0.625"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/1/8100.jpg
OA9308,"<ul><li>3/4"" x 3/8"" (0.75"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/4"" x 3/8""",21.6,"<ul><li>3/4"" x 3/8"" (0.75"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9308.jpg
OA9309,"<ul><li>1"" x 3/8"" (1.00"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 3/8""",28.8,"<ul><li>1"" x 3/8"" (1.00"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9309.jpg
OA9310,"<ul><li>1-1/4"" x 3/8"" (1.25"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 3/8""",36,"<ul><li>1-1/4"" x 3/8"" (1.25"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9310.jpg
OA9311,"<ul><li>1-1/2"" x 3/8"" (1.50"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 3/8""",43.2,"<ul><li>1-1/2"" x 3/8"" (1.50"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9311.jpg
OA9312,"<ul><li>2"" x 3/8"" (2.00"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 3/8""",57.6,"<ul><li>2"" x 3/8"" (2.00"" x 0.375"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9312.jpg
OA9314,"<ul><li>3/4"" x 1/2"" (0.75"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/4"" x 1/2""",28.8,"<ul><li>3/4"" x 1/2"" (0.75"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9314.jpg
OA9315,"<ul><li>1"" x 1/2"" (1.00"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 1/2""",38.4,"<ul><li>1"" x 1/2"" (1.00"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9315.jpg
OA9316,"<ul><li>1-1/4"" x 1/2"" (1.25"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 1/2""",48,"<ul><li>1-1/4"" x 1/2"" (1.25"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9316.jpg
OA9317,"<ul><li>1-1/2"" x 1/2"" (1.50"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 1/2""",57.6,"<ul><li>1-1/2"" x 1/2"" (1.50"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9317.jpg
OA8101,"<ul><li>2"" x 1/2"" (2.00"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 1/2""",76.8,"<ul><li>2"" x 1/2"" (2.00"" x 0.50"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/8/1/8101.jpg
OA9319,"<ul><li>5/8"" x 5/8"" (0.625"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 5/8"" x 5/8""",30,"<ul><li>5/8"" x 5/8"" (0.625"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9319.jpg
OA9320,"<ul><li>1"" x 5/8"" (1.00"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 5/8""",48,"<ul><li>1"" x 5/8"" (1.00"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9320.jpg
OA9321,"<ul><li>1-1/4"" x 5/8"" (1.25"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 5/8""",60,"<ul><li>1-1/4"" x 5/8"" (1.25"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9321.jpg
OA9322,"<ul><li>1-1/2"" x 5/8"" (1.50"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 5/8""",72,"<ul><li>1-1/2"" x 5/8"" (1.50"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9322.jpg
OA9323,"<ul><li>2"" x 5/8"" (2.00"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 5/8""",96,"<ul><li>2"" x 5/8"" (2.00"" x 0.625"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9323.jpg
OA9324,"<ul><li>3/4"" x 3/4"" (0.75"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 3/4"" x 3/4""",43.2,"<ul><li>3/4"" x 3/4"" (0.75"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9324.jpg
OA9325,"<ul><li>1"" x 3/4"" (1.00"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 3/4""",57.6,"<ul><li>1"" x 3/4"" (1.00"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9325.jpg
OA9326,"<ul><li>1-1/2"" x 3/4"" (1.50"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/2"" x 3/4""",86.4,"<ul><li>1-1/2"" x 3/4"" (1.50"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9326.jpg
OA9327,"<ul><li>1-3/4"" x 3/4"" (1.75"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-3/4"" x 3/4""",100.8,"<ul><li>1-3/4"" x 3/4"" (1.75"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9327.jpg
OA9328,"<ul><li>2"" x 3/4"" (2.00"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 3/4""",115.2,"<ul><li>2"" x 3/4"" (2.00"" x 0.75"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9328.jpg
OA9329,"<ul><li>7/8"" x 7/8"" (0.875"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 7/8"" x 7/8""",58.8,"<ul><li>7/8"" x 7/8"" (0.875"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9329.jpg
OA9330,"<ul><li>1"" x 7/8"" (1.00"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 7/8""",67.2,"<ul><li>1"" x 7/8"" (1.00"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9330.jpg
OA9331,"<ul><li>2"" x 7/8"" (2.00"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 7/8""",134.4,"<ul><li>2"" x 7/8"" (2.00"" x 0.875"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9331.jpg
OA9332,"<ul><li>1"" x 1"" (1.00"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1"" x 1""",76.8,"<ul><li>1"" x 1"" (1.00"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9332.jpg
OA9333,"<ul><li>1-1/4"" x 1"" (1.25"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-1/4"" x 1""",96,"<ul><li>1-1/4"" x 1"" (1.25"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9333.jpg
OA9335,"<ul><li>1-3/4"" x 1"" (1.75"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 1-3/4"" x 1""",134.4,"<ul><li>1-3/4"" x 1"" (1.75"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9335.jpg
OA9336,"<ul><li>2"" x 1"" (2.00"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Flat Bar: 2"" x 1""",153.6,"<ul><li>2"" x 1"" (2.00"" x 1.00"")</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/9/3/9336.jpg
OA7461-M,"Aluminum 1/4"" OD x 1/8"" ID Structural Round Hollow Tube

</li><li>1/4"" OD x 1/8"" ID x 1/16"" Wall (.250"" x .120"" x .065"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 1/4""  OD  x 1/8"" ID",3.31,"</li><li>1/4"" OD x 1/8"" ID x 1/16"" Wall (.250"" x .120"" x .065"")
</li><li>8 Foot Cut Length
</li><li>Available with Mill and Clear Anodize Finish
</li><li>6063-T5",/7/4/7461.jpg
OA5541-A,"Aluminum 3/8"" OD x 9/64"" ID Structural Round Hollow Tube

</li><li>3/8"" OD x 9/64"" ID x 3/32"" Wall (.375"" x .145"" x .098"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodize Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 3/8""  OD  x 9/64"" ID",11.46,"</li><li>3/8"" OD x 9/64"" ID x 3/32"" Wall (.375"" x .145"" x .098"")
</li><li>6 Foot Cut Length
</li><li>Available with Mill and Clear Anodize Finish
</li><li>6063-T5",/5/5/5541.jpg
OA5886-M,"Aluminum 3/8"" OD x 15/64"" ID Structural Round Hollow Tube

</li><li>3/8"" OD x 15/64"" ID x 1/16"" Wall (.375"" x .235"" x .070"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 3/8""  OD  x 15/64"" ID",4.32,"</li><li>3/8"" OD x 15/64"" ID x 1/16"" Wall (.375"" x .235"" x .070"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/o/a/oa5886-m.jpg
OA7448-M,"Aluminum 1/2"" OD x 17/64"" ID Structural Round Hollow Tube

</li><li>1/2"" OD x 17/64"" ID x 7/64"" Wall (.500"" x .270"" x .115"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 1/2""  OD  x 17/64"" ID",16.98,"</li><li>1/2"" OD x 17/64"" ID x 7/64"" Wall (.500"" x .270"" x .115"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/7/4/7448.jpg
OA5830-M,"Aluminum 9/16"" OD x 3/8"" ID Structural Round Hollow Tube

</li><li>9/16"" OD x 3/8"" ID x 1/8"" Wall (.563"" x .327"" x .118"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 9/16""  OD  x 3/8"" ID",11.33,"</li><li>9/16"" OD x 3/8"" ID x 1/8"" Wall (.563"" x .327"" x .118"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/5/8/5830.jpg
OA6923-M,"Aluminum 5/8"" OD x 17/32"" ID Structural Round Hollow Tube

</li><li>5/8"" OD x 17/32"" ID x 1/20"" Wall (.625"" x .528"" x .049"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 5/8""  OD  x 17/32"" ID",7.23,"</li><li>5/8"" OD x 17/32"" ID x 1/20"" Wall (.625"" x .528"" x .049"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/6/9/6923.jpg
OA5944-M,"Aluminum 3/4"" OD x 5/8"" ID Structural Round Hollow Tube

</li><li>3/4"" OD x 5/8"" ID x 1/16"" Wall (.750"" x .620"" x .065"")

</li><li>8 Foot Cut Length

</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)

</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Round Tube : 3/4""  OD  x 5/8"" ID",9.73,"</li><li>3/4"" OD x 5/8"" ID x 1/16"" Wall (.750"" x .620"" x .065"")

</li><li>8 Foot Cut Length

</li><li>Available with Mill and Clear Anodize Finish

</li><li>6063-T5",/5/9/5944.jpg
